config,seed,best_epoch,epochs_run,best_val_loss,psnr,ssim,mse,wall_time_s
sweep_winner,49,11,20,0.001313180667348206,36.162363834381104,0.9908458244800568,0.0003213614390794343,1807.0458402633667
winner_beam,42,24,29,0.0009526686393655836,38.71019377390544,0.9932828722397486,0.0002239212081599362,2634.370180606842
